bidder_id,y_true,y_prob_mean,n_predictions,y_pred
001068c415025a009fee375a12cff4fcnht8y,0,0.09399369889792979,5,0
0030a2dd87ad2733e0873062e4f83954mkj86,0,0.022283200481979293,5,0
00a0517965f18610417ee784a05f494d4dw6e,0,0.3758561730384827,5,0
00cc97158e6f4cb8eac3c0075918b7ffi5k8o,0,0.02598668696227833,5,0
01067975436d123f717ee5aba0dd4bbfa0937,0,0.49292072355747224,5,0
012441119bcf83b23d4768bb72cea6d6carua,0,0.18687296230345965,5,0
01255c2c7c5578c186873422fc00fd7afwk8k,0,0.34565450847148893,5,0
01349288df20199905e719f0ff7ee771nwryj,0,0.23151733577251435,5,0
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0,0.2274990577250719,5,0
0181b91f58e6cbaa832235e2879c9c00ovrzi,0,0.22639684458263218,5,0
01a39439e7afbdcfe385eedbddb23d76zgdrg,0,0.4653394341468811,5,0
01c1c7be49cd6cfbb9075925a05c9899p41va,0,0.16237469788070874,5,0
01c5692d487454cdbe731df330bef608f48zz,0,0.4471497595310211,5,0
01cda526658455000913950f20cf31a2q6nsf,0,0.36018880605697634,5,0
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0,0.0637704578211741,5,0
01f498a0992d280de63ec346692efb2blckg2,0,0.024618902710394998,5,0
02030ec48b7179a7fd9950fdf546e3feekkye,0,0.0452722408605041,5,0
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,0.7124560236930847,5,1
024937af9ea18a2b57e4f08762d181f7s8a3z,0,0.0795583250073478,5,0
024cf43497fd7381df6254888670f84bwbbam,0,0.0005030048633504203,5,0
026819504b59bc4eefb9963d5fe4271aql15u,0,0.11290711109759285,5,0
02bde521e763e4f4e590e8368149e04a96il9,0,0.27788799405097964,5,0
02cfc97e8fded77671e71e1951723d5fwz6a4,0,0.001688648434203737,5,0
0318e0a173f7c65db40116b903884c854x258,0,0.7574686288833619,5,1
031da7aea2d4b75ac8ecba4825bc1318yki1d,0,0.03775976691395044,5,0
03244a553a252dcc3a3037f0371c8d33fmpd1,0,0.11638256637670566,5,0
0353aa9e97bd46119c90b8892f99982esfem3,0,0.3571817621588707,5,0
036a4050a5dd65e70f0f613ec2e38a74re026,0,0.17752394443481176,5,0
037d9f10da403d8d5f94b6e2957a3702f6x07,0,0.7939497232437134,5,1
0381a69b7a061e9ace2798fd48f1f537mgq57,0,0.08119745630367277,5,0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,0,0.2724892135709524,5,0
03aafab9868455b78f0723eda86698ba9v9rm,0,0.6574139833450318,5,1
03e884d3e7e3356608187d2345e4693fyt29x,0,0.1297698698937893,5,0
041d869edcadf595b90e3b5248903183pn754,1,0.7264647960662842,5,1
042780ee9a3730703e35340c575c3cbb7zjwk,0,0.3174563958309591,5,0
0446457fc8e21596799158406f77b14catx8w,0,0.002890199736862087,5,0
04636b6c61c80f5325efe61183e8edb01ko20,0,0.1658641484566033,5,0
047558bebab9292a5d4c85d6ee768784j2hdd,0,0.7551691174507141,5,1
0496c24a6a7f593f28bf7896350e946advl6i,0,0.3371740110218525,5,0
04c6b750b0552089c87ae03de72289cfcpfmh,0,0.11724023856222629,5,0
050a3b29ca1818e1f237df8132bc2013bcuxi,0,0.4230544328689575,5,0
053cefb7e952bd81d7a6db267a121747te7lo,0,0.07959492802401655,5,0
0547dbd3ecb4a293913f138d60b586fdf4ane,0,0.7799164652824402,5,1
054b51d059fe981ca8cc4e0d4c49aabb5mck7,0,0.6625216126441955,5,1
055282b75717345ba6f53d40e9e6d6c56qrzp,0,0.7734230279922485,5,1
055eb52087e0080b8ebca74be4f823f5c819l,0,0.010362185463189632,5,0
0565a780f2c5b46837bbe9739ef15ea92fdu0,0,0.6184151589870452,5,1
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,0,0.2706106975674629,5,0
0589cf78c4bece729f0ac620557210e13no3n,0,0.0007193001102677954,5,0
058a4e0ac0a20f504cc9c6aae2a896e6too9v,0,0.00009547676484089607,5,0
05a07a27e235d01fe480ea6ac73b8838jq28x,0,0.4106938183307648,5,0
05ae7ea9549ae298bbbc8002b4229392e0ilf,0,0.18667816907836823,5,0
