bidder_id,y_true,y_prob_mean,n_predictions,y_pred
001068c415025a009fee375a12cff4fcnht8y,0,0.5553372576832771,20,1
0030a2dd87ad2733e0873062e4f83954mkj86,0,0.56654272377491,20,1
00a0517965f18610417ee784a05f494d4dw6e,0,0.5412116482853889,20,1
00cc97158e6f4cb8eac3c0075918b7ffi5k8o,0,0.11823050662587775,20,0
01067975436d123f717ee5aba0dd4bbfa0937,0,0.5579740256071091,20,1
012441119bcf83b23d4768bb72cea6d6carua,0,0.5425048887729644,20,1
01255c2c7c5578c186873422fc00fd7afwk8k,0,0.5427026763558388,20,1
01349288df20199905e719f0ff7ee771nwryj,0,0.5529185742139816,20,1
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0,0.5423278510570526,20,1
0181b91f58e6cbaa832235e2879c9c00ovrzi,0,0.5339892387390137,20,1
01a39439e7afbdcfe385eedbddb23d76zgdrg,0,0.546081219613552,20,1
01c1c7be49cd6cfbb9075925a05c9899p41va,0,0.4922089815139771,20,0
01c5692d487454cdbe731df330bef608f48zz,0,0.5258020743727684,20,1
01cda526658455000913950f20cf31a2q6nsf,0,0.5429871961474418,20,1
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0,0.48594263643026353,20,0
01f498a0992d280de63ec346692efb2blckg2,0,0.550815312564373,20,1
02030ec48b7179a7fd9950fdf546e3feekkye,0,0.5298969626426697,20,1
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,0.5396182686090469,20,1
024937af9ea18a2b57e4f08762d181f7s8a3z,0,0.5572778463363648,20,1
024cf43497fd7381df6254888670f84bwbbam,0,0.544748404622078,20,1
026819504b59bc4eefb9963d5fe4271aql15u,0,0.11488943030271911,20,0
02bde521e763e4f4e590e8368149e04a96il9,0,0.5608281314373016,20,1
02cfc97e8fded77671e71e1951723d5fwz6a4,0,0.31880398467183113,20,0
0318e0a173f7c65db40116b903884c854x258,0,0.5426980316638946,20,1
031da7aea2d4b75ac8ecba4825bc1318yki1d,0,0.5334945425391198,20,1
03244a553a252dcc3a3037f0371c8d33fmpd1,0,0.5466484352946281,20,1
0353aa9e97bd46119c90b8892f99982esfem3,0,0.5407625660300255,20,1
036a4050a5dd65e70f0f613ec2e38a74re026,0,0.5384567886590957,20,1
037d9f10da403d8d5f94b6e2957a3702f6x07,0,0.5436942666769028,20,1
0381a69b7a061e9ace2798fd48f1f537mgq57,0,0.5446709260344506,20,1
03a1e81cb7bcd15014489a6f752c9d5b7pvel,0,0.5443014830350876,20,1
03aafab9868455b78f0723eda86698ba9v9rm,0,0.5466188803315163,20,1
03e884d3e7e3356608187d2345e4693fyt29x,0,0.5254880085587501,20,1
041d869edcadf595b90e3b5248903183pn754,1,0.553610908985138,20,1
042780ee9a3730703e35340c575c3cbb7zjwk,0,0.49824902415275574,20,0
0446457fc8e21596799158406f77b14catx8w,0,0.5425438404083252,20,1
04636b6c61c80f5325efe61183e8edb01ko20,0,0.186245234341186,20,0
047558bebab9292a5d4c85d6ee768784j2hdd,0,0.5432300612330436,20,1
0496c24a6a7f593f28bf7896350e946advl6i,0,0.531507195532322,20,1
04c6b750b0552089c87ae03de72289cfcpfmh,0,0.529819855093956,20,1
050a3b29ca1818e1f237df8132bc2013bcuxi,0,0.5369683012366295,20,1
053cefb7e952bd81d7a6db267a121747te7lo,0,0.5580305904150009,20,1
0547dbd3ecb4a293913f138d60b586fdf4ane,0,0.5433788150548935,20,1
054b51d059fe981ca8cc4e0d4c49aabb5mck7,0,0.55056784003973,20,1
055282b75717345ba6f53d40e9e6d6c56qrzp,0,0.5553010925650597,20,1
055eb52087e0080b8ebca74be4f823f5c819l,0,0.5619031757116317,20,1
0565a780f2c5b46837bbe9739ef15ea92fdu0,0,0.5601017236709595,20,1
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,0,0.5253636434674263,20,1
0589cf78c4bece729f0ac620557210e13no3n,0,0.4725898206233978,20,0
058a4e0ac0a20f504cc9c6aae2a896e6too9v,0,0.4654538780450821,20,0
05a07a27e235d01fe480ea6ac73b8838jq28x,0,0.5430153042078019,20,1
05ae7ea9549ae298bbbc8002b4229392e0ilf,0,0.1554165684239706,20,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,0,0.5382345050573349,20,1
05c9fe8f8852ea069a93dfe39fc0571er9mdt,0,0.5363239943981171,20,1
060ac64ff78ae62e9bc697192cebea333760p,1,0.5447881340980529,20,1
061690ceb6004807b7906968bf382dfcbve7y,1,0.5539171993732452,20,1
067ff22ebf0d33fe0deedc816d75973865jo7,0,0.5461644917726517,20,1
068450aafae2a6e390e35925d964290cdliqf,0,0.5462283179163933,20,1
069d020584a0e8c61e622321d4c43881j7pl3,0,0.4818903014063835,20,0
069d251f2fc19102924468ab38349d5eou7ab,0,0.5272663414478302,20,1
06a58d4af0fe7ee15324b0e921e8de1260vef,0,0.5580747485160827,20,1
06b2d71c26ef3b6e29277f761cd0db90wuwjo,0,0.5551856458187103,20,1
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,0,0.44654990583658216,20,0
06ddad46112881df154e3bda0e90fe880r57n,1,0.5567406386137008,20,1
07012e0507b4281d430b93ddcd96cae66und7,0,0.5316884085536003,20,1
074daf9a99b01591cb0637cb95c32600roriz,0,0.5385645672678947,20,1
078e06b3288cf8f18ab7ed44b245fc56nbyfv,0,0.5462955936789513,20,1
0817731a4d2e319f6f771da3f522b8bfv6njs,0,0.5590458020567894,20,1
0825d381aa09d1d0c47c77c372f07acbe02ky,0,0.550809521973133,20,1
08353687608279ddd83e4d36fadd1cd8ritj3,0,0.4914540067315102,20,0
08515611e73803dc6d8c562b8514dfb5qi3z9,0,0.555097971856594,20,1
0853bead89b03dd38a04d84f4312da7dukglz,0,0.4573660671710968,20,0
0870fb7e5701f3ba56762b03e157afdc1yw7u,0,0.5523932754993439,20,1
08981037e7a6c9032716ff25b15c9de25p63s,0,0.5548669084906578,20,1
08a588ebf7b98f44f8fc695d02adfa25x0amy,0,0.5454708486795425,20,1
08c39ef7252995e0749f7927249b8dcb1d3xh,0,0.5585265636444092,20,1
090c77ac89c7063f0d0ce064ce3cb3afllf5h,0,0.5527193948626519,20,1
0918eedd8324da06abe5600f058480dc75nfo,0,0.5357660427689552,20,1
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,0,0.4529225915670395,20,0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,0,0.32514105215668676,20,0
0a09adcd35b5f26d75f251006affc747drfu4,0,0.5547233253717423,20,1
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,0,0.5432613685727119,20,1
0a6ba32afe4756995db2f5cf2461cddbvj445,0,0.5024513274431228,20,1
0a7446b63f183a4928ae762ed6cd1c4b894qz,0,0.5490607678890228,20,1
0a92c4fa2bcdc8e952546d236b322053o5wbk,0,0.5002801641821861,20,1
0a9c5e1f261c937c09817ea2d5e949f34v8oe,0,0.5399220302700997,20,1
0a9d614009139236f198ddb4759a498cen5ix,0,0.1970920142251998,20,0
0ad17aa9111f657d71cd3005599afc24fd44y,1,0.5619068279862404,20,1
0ae09b09369c76737cba059d192451001nwce,0,0.5499108463525773,20,1
0af208c4fc46ef9236052ff495016326zxoqf,0,0.4953251495957375,20,0
0b3d5f829d18ba30d967fceecb58821c3oeqa,0,0.5501334011554718,20,1
0b450f2827ec670da34be66ec2a520213xcuk,0,0.48595094829797747,20,0
0b68888358a492884e3885bcd73ea63bhxidk,0,0.19744866164401173,20,0
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,0,0.5568976268172264,20,1
0c55920fb607fef2d33324f33565758a6e4dj,0,0.5500334352254868,20,1
0c57d8eaa2708b768416ca91dd8daa2cqbl31,0,0.45340485870838165,20,0
0c5992f18244e24d2d7b4708a512378729eev,0,0.5350094512104988,20,1
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,0,0.5445543393492699,20,1
0cca10034c58287ee6fbec14a3f96c3546sdh,0,0.30605039894580843,20,0
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,0,0.5405424118041993,20,1
0d0d43ac593a891ce100d8202d3d72c3xsma8,0,0.3184960886836052,20,0
0d1815382b08885d76c671ab600133adeyp5e,0,0.5649661615490913,20,1
0d9f78a6084bf15f42210bfeba95621255c89,0,0.2594688900280744,20,0
0daf4f87eb695e2a84e4156154209e09k6ga5,0,0.5546730875968933,20,1
0e373556d3bf588a1bb2ca6354120cf2dmvjs,0,0.5131832107901573,20,1
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,0,0.5418302595615387,20,1
0e66933c924764a59760aaae5368e7d1e0s88,0,0.54700266122818,20,1
0e8212e286ee36da8945c2480e366417xa22x,0,0.4030894160270691,20,0
0ea26a4028ffc16d9a8631d43e1b92105auao,0,0.5519118264317513,20,1
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,0,0.5447762444615364,20,1
0ef9be4eb3b6a03ac2945522964b242ap09cy,0,0.515678197145462,20,1
0f33df2513a519a35c8b3dcf1d7c7416jjjzk,0,0.5628821745514869,20,1
0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,1,0.5419662788510322,20,1
0f4669e36b2e721dfe27f8633b277a1575erw,0,0.5485522270202636,20,1
0f8cb1baa83fefac10f885f79149bf13kn4nw,0,0.5474153771996498,20,1
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,0,0.549206206202507,20,1
100d406b638e84e2da7c31b03100b874qiay2,0,0.5354096457362175,20,1
10383b390780e7b4b03dc32c94b4973f66wou,0,0.4855607822537422,20,0
1053ead33eb1a5db7c36c979a455348abh9ns,0,0.5320969611406327,20,1
106f4ed8e9b727f8d94a1cd57e882a095pteo,0,0.21528006023727358,20,0
10b431aa15b56084d32fe1ef123c4305wo1nl,0,0.44406626671552657,20,0
10c1e1164e3f8298df9a35c891f67babiycsr,0,0.5408913910388946,20,1
10f01aff2fc23653ca7ea1d74248357a889wv,0,0.4555506452918053,20,0
10f1460119f9e42bcccd0f68ef59cc830pwtq,0,0.491166815161705,20,0
110d2e689da119388dcb6e235749b787ni298,0,0.4336616948246956,20,0
11a38554244f3c14de043aaf52345c35jjqvo,0,0.5475942820310593,20,1
11b1859aaf7fa93818baa76007cf7207d8uwy,0,0.5150342360138893,20,1
11d5f6925da5809e2d447788b85d6253jj8fu,0,0.5587198108434677,20,1
11d7f0a5076649b229c301a22537834e1ehwg,0,0.5546065956354141,20,1
11e47dc08d7fa4d1a1953b5868892f72qvlho,0,0.5541038870811462,20,1
120beb4523541f769a2b658cbc41dd57w7im7,0,0.4998791292309761,20,0
120c8b384858420c4e46e354c86f4ca393w0i,0,0.5453777894377708,20,1
1214fbf35079e7afc0a35645f8be8b218fd5o,0,0.5459259524941444,20,1
121578435bf4136746cd2a80f1990e07cv1px,0,0.5270966529846192,20,1
124727083cd4159b40ff8d4b36a89340l6fga,0,0.5514496207237244,20,1
1275d8a6a3b2ae9d24b50997397c254cpuuzv,0,0.5479042038321496,20,1
1291b98e40353f77928e363d54a13c569bhfb,0,0.5592620134353637,20,1
12c1b22ede3c23949bf130cc7bac6316ks7fj,0,0.5443236082792282,20,1
12d6239a92972a35bc990225b3ab33466znm8,0,0.1568778698798269,20,0
12df4a9cf4eb203909e6763960b79238cb0yg,0,0.5275719791650773,20,1
12fefd74d82d90541872847f199f6324cowi5,0,0.5456757336854935,20,1
13812c0d2c8c474bd62481d932407687o26kg,0,0.5524135366082191,20,1
1395ca662a02245233af951cc7ad8313vk6w0,0,0.5449870347976684,20,1
13c4c826516304555e291d3d91c108b3ytpmj,0,0.40127881020307543,20,0
13dfda714fb516e1f9f7abb0c927bdc2zmw55,0,0.5456143110990525,20,1
142a2545c5c01937b05ac6de9773f9efgx0eb,0,0.5621451169252396,20,1
1456b44d8b2b16cd94278137269ceb11ns7wy,0,0.5299964606761932,20,1
147164a9fe8a6bce381a224e9f13207cc1mdg,0,0.5434407755732537,20,1
1476226300a93d22b15253ed7339429a7ijk0,0,0.5624283730983735,20,1
14b2d98230228eab6a6db3efc41660d7kp23s,0,0.5029884815216065,20,1
14bcf558addd6e6f2818ab2bda7dc679jqoon,0,0.54982630610466,20,1
14c69cd7fbc8300876f287520c493fc8xe2o6,0,0.5422062680125237,20,1
14d4e04d7ed150613974438a4dfd4e85dybq3,0,0.5462395280599595,20,1
14e29ea004067aace14ee4543876a06365os8,0,0.2295030863955617,20,0
14f226ef57ed64d8e14c8b5ae929143cgq3em,0,0.5422842338681221,20,1
14fe3602f049d4574cdbdef13789647dsgtqy,0,0.5564355790615082,20,1
1530008a712831e35a673d38959528f4ozipv,0,0.3947457015514374,20,0
156f4a8763e602ef789f8048c6928676a1ily,0,0.559321416914463,20,1
15972a431aed117840dfce5556242366c3fwq,1,0.560932719707489,20,1
15b1e719796dc894ecde30f160e7ae20hrmmh,0,0.5533611744642257,20,1
15f34e73687d7361ac0d780737fca261g2s9n,0,0.5621354147791863,20,1
16065749457a14b26998fefca503c3ecf9og8,0,0.5389564454555511,20,1
162886daa0054ff1ad422e0f18cddff3qofft,0,0.5527364060282707,20,1
163097c029285c7eefa2d60e474d65b4ap2l0,0,0.4382218301296234,20,0
167008af05d4feaa636a565f6f83ec61a6ogj,0,0.39269247725605966,20,0
167b4f37a264b72feb0f559b650d1cbd3ox60,0,0.5522143080830574,20,1
1680b6a12fdc8c64645c00ae8048f99c6uzoz,0,0.4892515644431114,20,0
1680f758aecded6e25096b3a6199b38en6n73,0,0.5277693271636963,20,1
1689122c3b25d9e7adc626de84c10006fr2n5,0,0.5243669152259827,20,1
16e2e48cff6faab74e1f5c47669dfbbda7l5z,0,0.5450800389051438,20,1
170a58cf637c08f0818ebdbfddca29c9irkxj,0,0.25753927920013664,20,0
1717f6d4c48ae8d3e5f2566d4bb525f854j6d,0,0.532838086783886,20,1
