bidder_id,y_true,y_prob_mean,n_predictions,y_pred
001068c415025a009fee375a12cff4fcnht8y,0,0.5818991541862488,5,1
0030a2dd87ad2733e0873062e4f83954mkj86,0,0.5348755717277527,5,1
00a0517965f18610417ee784a05f494d4dw6e,0,0.5372710645198822,5,1
00cc97158e6f4cb8eac3c0075918b7ffi5k8o,0,0.06370088912808569,5,0
01067975436d123f717ee5aba0dd4bbfa0937,0,0.5533318281173706,5,1
012441119bcf83b23d4768bb72cea6d6carua,0,0.5349669933319092,5,1
01255c2c7c5578c186873422fc00fd7afwk8k,0,0.5314488053321839,5,1
01349288df20199905e719f0ff7ee771nwryj,0,0.5432122826576233,5,1
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0,0.5294841051101684,5,1
0181b91f58e6cbaa832235e2879c9c00ovrzi,0,0.5296860575675965,5,1
01a39439e7afbdcfe385eedbddb23d76zgdrg,0,0.5394723653793335,5,1
01c1c7be49cd6cfbb9075925a05c9899p41va,0,0.46960822939872743,5,0
01c5692d487454cdbe731df330bef608f48zz,0,0.5209713101387023,5,1
01cda526658455000913950f20cf31a2q6nsf,0,0.5521129846572876,5,1
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0,0.46474305987358094,5,0
01f498a0992d280de63ec346692efb2blckg2,0,0.552117109298706,5,1
02030ec48b7179a7fd9950fdf546e3feekkye,0,0.529881227016449,5,1
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,0.5394474983215332,5,1
024937af9ea18a2b57e4f08762d181f7s8a3z,0,0.5736870169639587,5,1
024cf43497fd7381df6254888670f84bwbbam,0,0.5462609946727752,5,1
026819504b59bc4eefb9963d5fe4271aql15u,0,0.1148556239437312,5,0
02bde521e763e4f4e590e8368149e04a96il9,0,0.5640605092048645,5,1
02cfc97e8fded77671e71e1951723d5fwz6a4,0,0.28882635235786436,5,0
0318e0a173f7c65db40116b903884c854x258,0,0.5526066303253174,5,1
031da7aea2d4b75ac8ecba4825bc1318yki1d,0,0.5267878770828247,5,1
03244a553a252dcc3a3037f0371c8d33fmpd1,0,0.5301834106445312,5,1
0353aa9e97bd46119c90b8892f99982esfem3,0,0.5506006121635437,5,1
036a4050a5dd65e70f0f613ec2e38a74re026,0,0.5461170494556427,5,1
