bidder_id,y_true,y_prob_mean,n_predictions,y_pred
001068c415025a009fee375a12cff4fcnht8y,0,0.07371011450886726,5,0
0030a2dd87ad2733e0873062e4f83954mkj86,0,0.14465890675783158,5,0
00a0517965f18610417ee784a05f494d4dw6e,0,0.07637599632143974,5,0
00cc97158e6f4cb8eac3c0075918b7ffi5k8o,0,0.04120843671262264,5,0
01067975436d123f717ee5aba0dd4bbfa0937,0,0.10742815732955932,5,0
012441119bcf83b23d4768bb72cea6d6carua,0,0.04036158993840218,5,0
01255c2c7c5578c186873422fc00fd7afwk8k,0,0.02565014511346817,5,0
01349288df20199905e719f0ff7ee771nwryj,0,0.027064314298331737,5,0
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0,0.03406717292964458,5,0
0181b91f58e6cbaa832235e2879c9c00ovrzi,0,0.04706099592149258,5,0
01a39439e7afbdcfe385eedbddb23d76zgdrg,0,0.03435624334961176,5,0
01c1c7be49cd6cfbb9075925a05c9899p41va,0,0.05562869869172573,5,0
01c5692d487454cdbe731df330bef608f48zz,0,0.029910717718303205,5,0
01cda526658455000913950f20cf31a2q6nsf,0,0.03427134044468403,5,0
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0,0.060351625084877014,5,0
01f498a0992d280de63ec346692efb2blckg2,0,0.1109263151884079,5,0
02030ec48b7179a7fd9950fdf546e3feekkye,0,0.058273570239543916,5,0
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,0.9788039803504944,5,1
024937af9ea18a2b57e4f08762d181f7s8a3z,0,0.05682663470506668,5,0
024cf43497fd7381df6254888670f84bwbbam,0,0.05072546824812889,5,0
026819504b59bc4eefb9963d5fe4271aql15u,0,0.033075471967458726,5,0
02bde521e763e4f4e590e8368149e04a96il9,0,0.0661196120083332,5,0
02cfc97e8fded77671e71e1951723d5fwz6a4,0,0.03290972076356411,5,0
0318e0a173f7c65db40116b903884c854x258,0,0.6906640887260437,5,1
031da7aea2d4b75ac8ecba4825bc1318yki1d,0,0.07550639808177947,5,0
03244a553a252dcc3a3037f0371c8d33fmpd1,0,0.045271977037191394,5,0
0353aa9e97bd46119c90b8892f99982esfem3,0,0.07603464350104332,5,0
036a4050a5dd65e70f0f613ec2e38a74re026,0,0.08419042676687241,5,0
037d9f10da403d8d5f94b6e2957a3702f6x07,0,0.8219051480293273,5,1
0381a69b7a061e9ace2798fd48f1f537mgq57,0,0.06373808607459068,5,0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,0,0.21747084185481072,5,0
03aafab9868455b78f0723eda86698ba9v9rm,0,0.9389892220497131,5,1
03e884d3e7e3356608187d2345e4693fyt29x,0,0.03454410657286644,5,0
041d869edcadf595b90e3b5248903183pn754,1,0.9750888705253601,5,1
042780ee9a3730703e35340c575c3cbb7zjwk,0,0.0423975795507431,5,0
0446457fc8e21596799158406f77b14catx8w,0,0.057474580407142636,5,0
04636b6c61c80f5325efe61183e8edb01ko20,0,0.04223666563630104,5,0
047558bebab9292a5d4c85d6ee768784j2hdd,0,0.8711637020111084,5,1
0496c24a6a7f593f28bf7896350e946advl6i,0,0.053940868377685545,5,0
04c6b750b0552089c87ae03de72289cfcpfmh,0,0.05119416937232017,5,0
050a3b29ca1818e1f237df8132bc2013bcuxi,0,0.02735985517501831,5,0
053cefb7e952bd81d7a6db267a121747te7lo,0,0.0492969773709774,5,0
