bidder_id,y_true,y_prob_mean,n_predictions,y_pred
001068c415025a009fee375a12cff4fcnht8y,0,0.017481716798602286,5,0
0030a2dd87ad2733e0873062e4f83954mkj86,0,0.09012030598456085,5,0
00a0517965f18610417ee784a05f494d4dw6e,0,0.0034632639831194204,5,0
00cc97158e6f4cb8eac3c0075918b7ffi5k8o,0,0.00032402057190408133,5,0
01067975436d123f717ee5aba0dd4bbfa0937,0,0.001237802691355838,5,0
012441119bcf83b23d4768bb72cea6d6carua,0,0.002849644325194204,5,0
01255c2c7c5578c186873422fc00fd7afwk8k,0,0.001967248013783896,5,0
01349288df20199905e719f0ff7ee771nwryj,0,0.005956920992587872,5,0
0141844fc725a85e38e12cc02fcdbbe8ofqxv,0,0.0007560780336568399,5,0
0181b91f58e6cbaa832235e2879c9c00ovrzi,0,0.0009316765172975602,5,0
01a39439e7afbdcfe385eedbddb23d76zgdrg,0,0.0014298100772312905,5,0
01c1c7be49cd6cfbb9075925a05c9899p41va,0,0.0007905940183823015,5,0
01c5692d487454cdbe731df330bef608f48zz,0,0.001868808009341194,5,0
01cda526658455000913950f20cf31a2q6nsf,0,0.0014853301125607272,5,0
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0,0.0011203464346349178,5,0
01f498a0992d280de63ec346692efb2blckg2,0,0.32215565928860546,5,0
02030ec48b7179a7fd9950fdf546e3feekkye,0,0.0021288203668532045,5,0
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1,0.9901427620264187,5,1
024937af9ea18a2b57e4f08762d181f7s8a3z,0,0.004926380449283225,5,0
024cf43497fd7381df6254888670f84bwbbam,0,0.0020551673941156595,5,0
026819504b59bc4eefb9963d5fe4271aql15u,0,0.001470024309437414,5,0
02bde521e763e4f4e590e8368149e04a96il9,0,0.0015142508981806535,5,0
02cfc97e8fded77671e71e1951723d5fwz6a4,0,0.0004346139272737281,5,0
0318e0a173f7c65db40116b903884c854x258,0,0.036714824270275746,5,0
031da7aea2d4b75ac8ecba4825bc1318yki1d,0,0.0011995784683874783,5,0
03244a553a252dcc3a3037f0371c8d33fmpd1,0,0.0003885931585879311,5,0
0353aa9e97bd46119c90b8892f99982esfem3,0,0.0022639580394074243,5,0
036a4050a5dd65e70f0f613ec2e38a74re026,0,0.0004435576849223271,5,0
037d9f10da403d8d5f94b6e2957a3702f6x07,0,0.8461314349408553,5,1
0381a69b7a061e9ace2798fd48f1f537mgq57,0,0.004856445443224505,5,0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,0,0.004831600149272515,5,0
03aafab9868455b78f0723eda86698ba9v9rm,0,0.6363583251436984,5,1
03e884d3e7e3356608187d2345e4693fyt29x,0,0.0009618617028957624,5,0
041d869edcadf595b90e3b5248903183pn754,1,0.6937329935516279,5,1
042780ee9a3730703e35340c575c3cbb7zjwk,0,0.026503193829983212,5,0
0446457fc8e21596799158406f77b14catx8w,0,0.004384281675712231,5,0
04636b6c61c80f5325efe61183e8edb01ko20,0,0.000954361249159167,5,0
047558bebab9292a5d4c85d6ee768784j2hdd,0,0.014833124340706123,5,0
0496c24a6a7f593f28bf7896350e946advl6i,0,0.000836085130538233,5,0
04c6b750b0552089c87ae03de72289cfcpfmh,0,0.000475734395088786,5,0
050a3b29ca1818e1f237df8132bc2013bcuxi,0,0.0007154305769056983,5,0
053cefb7e952bd81d7a6db267a121747te7lo,0,0.015621413394737275,5,0
0547dbd3ecb4a293913f138d60b586fdf4ane,0,0.9348587219539898,5,1
054b51d059fe981ca8cc4e0d4c49aabb5mck7,0,0.05329947149741656,5,0
055282b75717345ba6f53d40e9e6d6c56qrzp,0,0.005837425594280371,5,0
055eb52087e0080b8ebca74be4f823f5c819l,0,0.018655629915589514,5,0
0565a780f2c5b46837bbe9739ef15ea92fdu0,0,0.0152384993606514,5,0
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,0,0.004732401609508493,5,0
0589cf78c4bece729f0ac620557210e13no3n,0,0.00042968589614015694,5,0
058a4e0ac0a20f504cc9c6aae2a896e6too9v,0,0.0006638455435557537,5,0
05a07a27e235d01fe480ea6ac73b8838jq28x,0,0.002785492595158637,5,0
05ae7ea9549ae298bbbc8002b4229392e0ilf,0,0.0008426070781752959,5,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,0,0.0021280318080263184,5,0
05c9fe8f8852ea069a93dfe39fc0571er9mdt,0,0.0021632246431970985,5,0
060ac64ff78ae62e9bc697192cebea333760p,1,0.7890812428440965,5,1
061690ceb6004807b7906968bf382dfcbve7y,1,0.6882680894109657,5,1
067ff22ebf0d33fe0deedc816d75973865jo7,0,0.3489852573696196,5,0
068450aafae2a6e390e35925d964290cdliqf,0,0.024356777359149012,5,0
069d020584a0e8c61e622321d4c43881j7pl3,0,0.0005619470894398064,5,0
069d251f2fc19102924468ab38349d5eou7ab,0,0.0017153915860124215,5,0
06a58d4af0fe7ee15324b0e921e8de1260vef,0,0.0033043841257911384,5,0
06b2d71c26ef3b6e29277f761cd0db90wuwjo,0,0.010845860691946575,5,0
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,0,0.00022226706499518242,5,0
06ddad46112881df154e3bda0e90fe880r57n,1,0.8920659601350007,5,1
07012e0507b4281d430b93ddcd96cae66und7,0,0.00048179087008349067,5,0
074daf9a99b01591cb0637cb95c32600roriz,0,0.0015057619692958207,5,0
078e06b3288cf8f18ab7ed44b245fc56nbyfv,0,0.015009616532137268,5,0
0817731a4d2e319f6f771da3f522b8bfv6njs,0,0.962234504772977,5,1
0825d381aa09d1d0c47c77c372f07acbe02ky,0,0.004233116955483851,5,0
08353687608279ddd83e4d36fadd1cd8ritj3,0,0.0010766030832461498,5,0
08515611e73803dc6d8c562b8514dfb5qi3z9,0,0.11928157379118942,5,0
0853bead89b03dd38a04d84f4312da7dukglz,0,0.001595790274887219,5,0
0870fb7e5701f3ba56762b03e157afdc1yw7u,0,0.6977639232388948,5,1
08981037e7a6c9032716ff25b15c9de25p63s,0,0.7214845827616589,5,1
08a588ebf7b98f44f8fc695d02adfa25x0amy,0,0.0004777731774598821,5,0
08c39ef7252995e0749f7927249b8dcb1d3xh,0,0.006289732919350051,5,0
090c77ac89c7063f0d0ce064ce3cb3afllf5h,0,0.0030827249080467092,5,0
0918eedd8324da06abe5600f058480dc75nfo,0,0.0007591949888743366,5,0
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,0,0.0004942529487282365,5,0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,0,0.0007433830466987222,5,0
0a09adcd35b5f26d75f251006affc747drfu4,0,0.020286330112657226,5,0
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,0,0.10042181576004232,5,0
0a6ba32afe4756995db2f5cf2461cddbvj445,0,0.0006960063381581601,5,0
0a7446b63f183a4928ae762ed6cd1c4b894qz,0,0.0003651689688883455,5,0
0a92c4fa2bcdc8e952546d236b322053o5wbk,0,0.00039370655014063375,5,0
0a9c5e1f261c937c09817ea2d5e949f34v8oe,0,0.004723762384687605,5,0
0a9d614009139236f198ddb4759a498cen5ix,0,0.001437662218030382,5,0
0ad17aa9111f657d71cd3005599afc24fd44y,1,0.8031218804341238,5,1
0ae09b09369c76737cba059d192451001nwce,0,0.007170784811174126,5,0
0af208c4fc46ef9236052ff495016326zxoqf,0,0.0008176709924428007,5,0
0b3d5f829d18ba30d967fceecb58821c3oeqa,0,0.018340275301679358,5,0
0b450f2827ec670da34be66ec2a520213xcuk,0,0.0005928587697005753,5,0
0b68888358a492884e3885bcd73ea63bhxidk,0,0.001148040621290075,5,0
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,0,0.13742536691137533,5,0
0c55920fb607fef2d33324f33565758a6e4dj,0,0.0006105042008212323,5,0
0c57d8eaa2708b768416ca91dd8daa2cqbl31,0,0.0011908294158304148,5,0
0c5992f18244e24d2d7b4708a512378729eev,0,0.020211695318727914,5,0
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,0,0.509370202803273,5,1
